description,price,rating,review_count,url
"Xiaomi Redmi 9C Smartphone, 3 GB + 64 GB, 6.53 ""HD + Dot Drop Display 5000mAh (typ), con Sblocco Faccial AI, 13 MP, Tripla Fotocamera, Blu (Twilight Blue)","$177.00,$199.00",4.6 out of 5 stars,319,https://www.amazon.com/Xiaomi-Redmi-9C-Unlocked-International/dp/B08FCF43S2
"Rugged Smartphone, DOOGEE S96 Pro (Official) Cell Phone Unlocked, 8GB + 128GB, Night Vision Camera, 48MP Quad Camera, 6350 mAh, Helio G90,IP68 Waterproof Smartphone GPS/NFC/Android 10 2021(Orange)","$349.99,$399.99",3.9 out of 5 stars,330,https://www.amazon.com/DOOGEE-S96-Official-Smartphone-Waterproof/dp/B08SVW3VFT
"5G Rugged Smartphone, 8GB + 256GB, 5G Network,48MP Four Rear Ai Camera Night Vision Camera,6.1"" Screen Android 10, 5200mAh Battery Waterproof Cell phone, NFC Wireless Charging IP68 Ulefone Armor 11 5G",$499.99,3.4 out of 5 stars,26,https://www.amazon.com/Rugged-Smartphone-phone-Ulefone-Armor/dp/B098S2KFDV
LONG-CZ J9 World Mini Smallest Flip Mobile Phone Unlocked (Black),$30.99,3.5 out of 5 stars,531,https://www.amazon.com/LONG-CZ-World-Smallest-Mobile-Unlocked/dp/B07NS7YDKS
"Samsung Galaxy S21 5G, US Version, 256GB, Phantom Gray - Unlocked (Renewed)","$609.99,$975.00",4.5 out of 5 stars,202,https://www.amazon.com/Samsung-Galaxy-S21-5G-Version/dp/B08WF93R89
"SAMSUNG Galaxy S21+ Plus 5G Factory Unlocked Android Cell Phone 128GB US Version Smartphone Pro-Grade Camera 8K Video 12MP High Res, Phantom Black",,4.6 out of 5 stars,644,https://www.amazon.com/Samsung-Unlocked-Smartphone-Pro-Grade-SM-G996UZKAXAA/dp/B08N387GNG
"OnePlus Nord N200 | 5G Unlocked Android Smartphone U.S Version | 6.49"" Full HD+LCD Screen | 90Hz Smooth Display | Large 5000mAh Battery | Fast Charging | 64GB Storage | Triple Camera,Blue Quantum","$199.99,$239.99",4.1 out of 5 stars,663,https://www.amazon.com/OnePlus-Unlocked-Android-Smartphone-Charging/dp/B07XWGWPH5
"Ulefone Armor X7 Android 10 Rugged Smartphones, 13MP + 5MP Waterproof Cameras, IP68 Smartphone, NFC, OTG, 4G Dual Sim, 5.0 Inch Screen, 2G RAM 16GB ROM, 4000mAh Battery, GPS, Bluetooth, WiFi - Orange",$119.99,3.7 out of 5 stars,344,https://www.amazon.com/Ulefone-Android-Waterproof-Smartphone-Bluetooth/dp/B085VMCFH5
"Apple iPhone 11 Pro, 256GB, Midnight Green - for T-Mobile (Renewed)",$599.97,,,https://www.amazon.com/Apple-iPhone-256GB-Midnight-Green/dp/B085T12N5L
Samsung Galaxy S21 5G G991B Dual 256GB 8GB RAM Factory Unlocked (GSM Only | No CDMA - not Compatible with Verizon/Sprint) International Version - Phantom Violet,$730.00,4.9 out of 5 stars,9,https://www.amazon.com/Samsung-SM-G991B-Factory-Unlocked-International/dp/B091NDMP7K
"Latest Android 11 Phone, Ulefone Note 6 Unlocked Smartphone, 6.1” HD+ Full Screen, Quad-core 1GB+32GB Mobile Phone, 3300mAh Battery, Face Unlock, AI Camera 5MP+2MP Cell Phones- Purple",$86.99,3.3 out of 5 stars,50,https://www.amazon.com/Android-Ulefone-Unlocked-Smartphone-Quad-core/dp/B09KBVJJ4Z
"Apple iPhone Xs, 512GB, Space Gray - Fully Unlocked (Renewed Premium)",$532.98,,,https://www.amazon.com/Apple-iPhone-512GB-Space-Gray/dp/B08BF82L64
"Apple iPhone XR, Boost Mobile, 64GB - Blue (Renewed)",$389.99,4.0 out of 5 stars,49,https://www.amazon.com/Apple-iPhone-Boost-Mobile-64GB/dp/B07T4SBCB4
"Nokia 4.2 - Android One (Pie) - 32 GB - 13+2 MP Dual Camera - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.71"" HD+ Screen - Black - U.S. Warranty",,4.0 out of 5 stars,155,https://www.amazon.com/Nokia-4-2-Unlocked-Smartphone-T-Mobile/dp/B07QTLB1D9
"4G Rugged Phones Ulefone Armor X5, Global Bands Dual SIM, 13MP + 2MP Dual Waterproof Cameras, 5.5 Inch HD+ Display, Android 11 3GB + 32GB, 5000mAh Big Battery, Dustproof, Compass, NFC, OTG, GPS -Red",$149.99,3.7 out of 5 stars,137,https://www.amazon.com/Ulefone-Armor-X5-Waterproof-Dustproof/dp/B07ZGPVFPG
"Unlocked Smartphones, i13 Pro Android 6.0 5G Smart Phone 6.3inch HD Full Screen Phone, 1+8GB RAM, Facial Recognition Unlocked Cell Phone, Dual SIM Card, 2800mAh Large Battery",,,,https://www.amazon.com/Unlocked-Smartphones-Android-6-3inch-Recognition/dp/B09NY3RR2M
"Cell Phone Unlocked, Android 11 Blackview A70, 6.5’’ FHD+ Screen, 5380mAh Massive Battery, Cell Phone with Octa Core 3GB 32GB, 13MP+5MP, Dual SIM Smartphone 4G, Face Unlock&Fingerprint (Red)","$123.99,$129.99",4.0 out of 5 stars,395,https://www.amazon.com/Blackview-A70-Waterdrop-Smartphone-Fingerprint/dp/B095Y32KJD
"SAMSUNG Galaxy S21+ Plus 5G Factory Unlocked Android Cell Phone 128GB US Version Smartphone Pro-Grade Camera 8K Video 12MP High Res, Phantom Silver",$997.99,4.6 out of 5 stars,480,https://www.amazon.com/Samsung-Unlocked-Smartphone-Pro-Grade-SM-G996UZVAXAA/dp/B08N3LQBS9
Apple iPhone 6 Plus 16GB Gold - Clean IMEI - AT&T Smartphone - GSM Unlocked - Fully Tested w/Warranty,$196.91,3.3 out of 5 stars,133,https://www.amazon.com/Apple-iPhone-Plus-16GB-Gold/dp/B07GNVR4C2
"CAT PHONES S41 Unlocked Rugged Waterproof Smartphone, Network Certified (GSM), U.S. Optimized (Single Sim) with 2-year Warranty Including 2 Year Screen Replacement","$350.00,$449.99",3.9 out of 5 stars,230,https://www.amazon.com/CAT-PHONES-Waterproof-Smartphone-Replacement/dp/B075YB5KTJ
"AGM M7 Rugged Phone Unlocked 4G Cell Phone Dual SIM Backup Phone Biggest Speaker IP68 Waterproof Facebook/Whatsapp/Skype/TikTok | 2.4"" Touch Screen 1GB+8GB | 2500mAh Battery Phone for Seniors Black",$119.99,3.6 out of 5 stars,98,https://www.amazon.com/AGM-M7-Unlocked-Removable-Waterproof/dp/B094CY4C63
"Samsung Galaxy S21 5G, US Version, 128GB, Phantom Gray for Verizon (Renewed)",$526.99,4.4 out of 5 stars,116,https://www.amazon.com/Samsung-Galaxy-S21-5G-Version/dp/B093CB2R6L
"BLU VIVO 5R (32GB) 5.5"" Full HD, Dual SIM 4G LTE GSM Factory Unlocked Smartphone with Fingerprint Sensor, Gold",$180.74,3.9 out of 5 stars,680,https://www.amazon.com/BLU-Factory-Unlocked-Smartphone-Fingerprint/dp/B01J88GCVA
"Samsung Galaxy S21+ Plus 5G, US Version, 128GB, Phantom Silver - Unlocked (Renewed)","$628.00,$997.99",4.4 out of 5 stars,100,https://www.amazon.com/Samsung-Galaxy-S21-5G-Version/dp/B08Z63QRD2
"LG Velvet 5G LM-G900TM, US 5G/Global 4G LTE, 128GB, 6GB RAM, Aurora White - T-Mobile Unlocked (AT&T, Metro, Global) - 64GB SD Bundle",$292.95,4.2 out of 5 stars,295,https://www.amazon.com/LG-Velvet-LM-G900TM-Global-Aurora/dp/B08WJNKMGK
"Unlocked Cell Phone, 4GB+128GB Android 10, Support T-Mobile Me​​troPCS Straight Talk, OUKITEL 2021 Dual SIM Smartphone C22 5.86 Inch HD Screen+Rear 3 Camera Face & Fingerprint ID| (Green)",$169.99,3.9 out of 5 stars,422,https://www.amazon.com/Unlocked-OUKITEL-Smartphone-C22-Fingerprint/dp/B08XB7MPDB
Xiaomi Mi 11 Lite 5G + 4G LTE Volte Global Unlocked GSM 128GB + 6GB 64MP Triple Camera Worldwide GSM (Truffle Black),"$303.04,$324.78",4.0 out of 5 stars,88,https://www.amazon.com/Xiaomi-Global-Unlocked-Worldwide-Truffle/dp/B097959XQ3
"OnePlus 7T Pro 5G McLaren Edition HD1925, US Model, 12GB RAM 256GB ROM - GSM Unlocked",$499.99,4.4 out of 5 stars,389,https://www.amazon.com/OnePlus-McLaren-HD1925-T-Mobile-Unlocked/dp/B08GL37KXS
Samsung Galaxy S5 - G900-16GB - GSM Unlocked - Android Smartphone (White),,3.3 out of 5 stars,19,https://www.amazon.com/Samsung-Galaxy-S5-G900-16GB-Smartphone/dp/B07RSC66D7
"IP12 PRO+ Unlocked Android Smartphone-Stylish 6.26Inch Bang Screen Cellphone 1+8GB Dual Card Dual Standby Smartphone Support for Memory Expansion, Android 8.1 (Gold)",$148.72,2.9 out of 5 stars,10,https://www.amazon.com/Jopwkuin-Smartphone-Stylish-Cellphone-Smartphone-Expansion/dp/B09CVCY2LS
"Unlocked Smartphones, 4G Dual sim Unlocked Cell Phones for Seniors, Note20 Ultra+ 6.5 inch Android 6.0 1G RAM + 32GB ROM, 19:9 High-Definition Full Screen, Face ID, 3200mAh high Capacity Battery",,,,https://www.amazon.com/Unlocked-Smartphones-Phones-Seniors-Android/dp/B09BR3Z7G6
"CAT Phones S41 DS Waterproof Smartphone Unlocked LATAM Variant GSM Dual SIM, 32 GB 13MP",,3.1 out of 5 stars,9,https://www.amazon.com/Phones-Waterproof-Smartphone-Unlocked-Variant/dp/B07QQWYL9T
"Samsung Galaxy Note 20 Ultra SM-N986B/DS, Dual SIM 5G, International Version (No US Warranty), 12GB+256GB, Mystic Black - Unlocked","$999.50,$1,049.50",4.2 out of 5 stars,42,https://www.amazon.com/Samsung-Galaxy-SM-N986B-DS-Hybrid/dp/B08FCQ2R5T
"Generic Goophone 13Pro Max 6.7 inch (512GB,12GB) Factory Unlocked Cell Phone -Gold- International Version",,,,https://www.amazon.com/Generic-Goophone-Factory-Unlocked-International/dp/B09SBLFCMH
"Xperia 5 III Smartphone with 6.1"" 21:9 HDR OLED 120Hz Display with Triple Camera and Four Focal Lengths, 5G – XQBQ62/B","$948.00,$999.99",4.2 out of 5 stars,9,https://www.amazon.com/Xperia-III-Smartphone-6-1-CinemaWide/dp/B091XR54FH
"iPhone 5s, Factory Unlocked, 16GB ATT, Tmobile, Sprint - Gray",,3.5 out of 5 stars,151,https://www.amazon.com/iPhone-Factory-Unlocked-Tmobile-Sprint/dp/B08D3YS2DK
Tracfone Motorola Moto e 4G LTE Prepaid Smartphone (Locked) - Midnight Blue - 32GB - Sim Card Included - CDMA,$59.39,4.3 out of 5 stars,955,https://www.amazon.com/TracFone-Motorola-Prepaid-Smartphone-Locked/dp/B08J4JCXDH
"Apple iPhone XS [256GB, Space Gray] + Carrier Subscription [Cricket Wireless]","$1,049.00",4.6 out of 5 stars,3,https://www.amazon.com/Apple-iPhone-XS-256GB-Space/dp/B07VSWBVGD
"Apple iPhone 8, Boost Mobile, 64GB - Gray (Renewed)",$198.99,4.0 out of 5 stars,87,https://www.amazon.com/Apple-iPhone-Boost-Mobile-64GB/dp/B07QBM1VXP
"Samsung Galaxy A10s with Fingerprint (32GB, 2GB RAM) 6.2"", Android 9.0, Dual SIM GSM Factory Unlocked A107M/DS - US + Global 4G LTE International Model (Red, 32GB + 64GB SD Bundle)",$226.99,4.4 out of 5 stars,857,https://www.amazon.com/Samsung-Fingerprint-Android-Factory-Unlocked/dp/B07XYFHP22
"Unlocked Smartphone 3-Day-Battery Fingerprint-Detection - Android 10 2GB+16GB ROM,6.2"" HD+ 13MP Quad Rear Camera,4G Dual SIM Unlocked Cell Phone (Red)",$109.99,3.5 out of 5 stars,34,https://www.amazon.com/Unlocked-Smartphone-3-Day-Battery-Fingerprint-Detection-Android/dp/B08YD82N2F
"(Renewed) Apple iPhone 7, 32GB, Matte Black - For Verizon","$127.00,$198.10",4.2 out of 5 stars,"2,228",https://www.amazon.com/Apple-iPhone-Verizon-Unlocked-Refurbished/dp/B07HYDFX8G
"OUKITEL C21 Unlocked Cell Phone,2021 Factory Android Smartphone,Gaming Processor 6.4 Inch FHD+ Screen,4+64GB,Long-Lasting Battery,Quad Camera,Dual SIM 4G US Version,Support All GSM,AT&T,T-Mobile丨Black","$135.99,$159.99",4.0 out of 5 stars,314,https://www.amazon.com/OUKITEL-C21-Octa-core-Processor-Smartphones/dp/B08K2K831J
"Apple iPhone SE, 64GB, Red - for Cricket Wireless (Renewed)","$258.96,$397.70",4.8 out of 5 stars,14,https://www.amazon.com/Apple-iPhone-SE-64GB-Red/dp/B08FG7X36T
5.72-inch IPS Screen，X33 Unlocked Cell Phone，1GB RAM 8GB ROM，Front and Rear Cameras，Smartphone，Only Supports SIM Card Frequency Band of 3GWCDMA ：850/2100MHZ（Black）,$62.22,2.9 out of 5 stars,4,https://www.amazon.com/5-72-inch-Screen%EF%BC%8CX33-Phone%EF%BC%8C1GB-Cameras%EF%BC%8CSmartphone%EF%BC%8COnly-2100MHZ%EF%BC%88Black%EF%BC%89/dp/B09LYL534Q
TracFone LG Reflect LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,"$69.99,$139.99",4.4 out of 5 stars,205,https://www.amazon.com/TracFone-Reflect-Prepaid-Smartphone-Locked/dp/B08J5DRB63
"TCL 10 SE Unlocked Android Smartphone, 6.52"" V-Notch Display, US Version Cell Phone with 16 MP Rear AI Triple-Camera 4GB RAM + 64GB ROM, 4000mAh Fast Charging Battery, Polar Night",$159.99,4.2 out of 5 stars,"1,550",https://www.amazon.com/TCL-Unlocked-Smartphone-Triple-Camera-Charging/dp/B09295GRFS
"Apple iPhone 12 Mini, 256GB, Black - Unlocked (Renewed Premium)","$649.00,$711.00",,,https://www.amazon.com/Apple-iPhone-12-Mini-256GB/dp/B09JFH2CDV
"Samsung Galaxy A10s A107M/DS, 4G LTE, International Model (No US Warranty), 32GB, 2GB RAM, Red - GSM Unlocked",,4.3 out of 5 stars,"7,536",https://www.amazon.com/Samsung-Galaxy-Camera-Factory-Unlocked/dp/B07XYBHM6C
"Apple iPhone Xs, 64GB, Gold - GSM Unlocked (Renewed Premium)",$387.43,3.8 out of 5 stars,3,https://www.amazon.com/Apple-iPhone-Xs-64GB-Gold/dp/B08BJHQVBV
"Rugged Smartphone, OUKITEL 5G Unlocked for All Carriers Cell Phone WP10, 48MP Sony Camera(Support Shooting 4K Video) 8GB +128GB 8000mAh Battery IP68 & IP69K Protection 6.67 Inch FHD Screen (Orange)",$399.99,3.5 out of 5 stars,82,https://www.amazon.com/Smartphone-OUKITEL-Unlocked-Carriers-Protection/dp/B08Z32C5RM
Google Pixel 6 – 5G Android Phone - Unlocked Smartphone with Wide and Ultrawide Lens - 128GB - Stormy Black (Renewed),"$502.99,$599.00",3.4 out of 5 stars,8,https://www.amazon.com/Google-Pixel-Unlocked-Smartphone-Ultrawide/dp/B09NP6697R
"Apple iPhone 7, Boost Mobile, 128GB - Gold (Renewed)",$199.97,4.0 out of 5 stars,6,https://www.amazon.com/Apple-iPhone-Boost-Mobile-128GB/dp/B07PBNJXSY
"Samsung Galaxy S21 5G G991B 128GB Dual Sim GSM Unlocked Android Smartphone (Global, International Variant/US Compatible LTE) - Phantom Gray","$690.19,$765.00",4.1 out of 5 stars,36,https://www.amazon.com/G991B-Unlocked-Smartphone-International-Compatible/dp/B08X6Q3254
"Samsung Galaxy A12, International Factory Unlocked, 64 GB, Blue Color, 48 Camera, 5,000 Battery,New","$170.50,$180.00",4.0 out of 5 stars,180,https://www.amazon.com/Samsung-International-Factory-Unlocked-Battery/dp/B08SJ64YKQ
"Rugged Cell Phones Unlocked Ulefone Armor X8, 4GB + 64GB, Android 11, 5.7 inch Waterproof Phones Unlocked, 13MP Triple Rear Camera, 5080mAh Big Battery, Dual 4G, Type C, GPS, NFC, US Version - Black",$166.99,4.1 out of 5 stars,187,https://www.amazon.com/Unlocked-Ulefone-Armor-X8-Waterproof/dp/B08HRWYJLZ
"AGM H3 Rugged Smartphone Unlocked, Android 11 Cell Phone 4G LTE, 13MP Infrared Night Quad Camera, IP68/IP69K Waterproof, 5.7"" HD+ Screen, 4GB+64GB, 5400mAh Battery, 2W Loud Speaker/PTT/GPS/NFC Black",$249.99,3.9 out of 5 stars,39,https://www.amazon.com/AGM-Smartphone-Unlocked-Infrared-Waterproof/dp/B09DSP8TSJ
"Apple iPhone XR, Boost Mobile, 64GB - Coral (Renewed)",$359.99,4.0 out of 5 stars,46,https://www.amazon.com/Apple-iPhone-Boost-Mobile-64GB/dp/B07T5WSZ7V
Tracfone Apple iPhone 7 4G LTE Prepaid Smartphone - 32GB - Black - Carrier Locked,$199.99,4.5 out of 5 stars,496,https://www.amazon.com/Tracfone-Apple-iPhone-Prepaid-Smartphone/dp/B08CL4CCG2
"Apple iPhone 12 (256GB, White) [Locked] + Carrier Subscription",$979.00,4.2 out of 5 stars,125,https://www.amazon.com/Apple-iPhone-Locked-Carrier-Subscription/dp/B08L5PN9K8
"Tracfone Nokia G300 5G, 64GB,Black - Prepaid Smartphone (Locked)","$149.99,$196.71",4.4 out of 5 stars,13,https://www.amazon.com/Tracfone-Nokia-G300-64GB-Black/dp/B09HR795H3
"OnePlus 8 Pro Ultramarine Blue, 5G Unlocked Android Smartphone U.S Version, 12GB RAM+256GB Storage, 120Hz Fluid Display,Quad Camera, Wireless Charge, with Alexa Built-in",$929.70,4.5 out of 5 stars,"2,422",https://www.amazon.com/OnePlus-Ultramarine-Unlocked-Smartphone-Wireless/dp/B08723GJ2T
"OUKITEL C22 Unlocked Smartphone, 4G Android 10 Triple Cameras Cell Phone, 4GB 128GB Dual SIM 4000mAh Battery 5.86 Inches 13MP Rear Camera Face Fingerprint ID Global LTE Mobile Phone (Green)",$169.99,3.8 out of 5 stars,174,https://www.amazon.com/OUKITEL-Unlocked-Smartphone-Android-Fingerprint/dp/B08TQRNBJV
NUU B15 4G LTE Unlocked Android Smartphone | 6.78” FHD+ Display with 90Hz Refresh Rate | 48MP Quad Camera System | 128GB + 4GB RAM | 5000mAh Battery with 18W Fast Charge | Android 11,"$199.90,$249.90",4.0 out of 5 stars,68,https://www.amazon.com/NUU-Unlocked-Android-Smartphone-Display/dp/B09KYF9XCD
"Rugged Smartphone Unlocked OUKITEL WP17, 8300mAh Battery Cell Phones, Night Vision Camera with 64 MP Rear Camera, with 8GB RAM + 128GB ROM, 6.78“FHD+ Display Mobile Phone Android 11",$319.99,4.0 out of 5 stars,42,https://www.amazon.com/Smartphone-Unlocked-OUKITEL-8300mAh-Battery/dp/B09KNLMVM7
Galaxy Note 20 Ultra 5G | SM-N986N 256GB | Factory Unlocked - Korean International Version (Mystic Bronze),"$975.00,$1,099.99",3.9 out of 5 stars,22,https://www.amazon.com/Note-Ultra-SM-N986N-Factory-Unlocked/dp/B08H1YH7G6
"Apple iPhone 12 Mini, 64GB, White - Unlocked (Renewed Premium)",$519.00,,,https://www.amazon.com/Apple-iPhone-12-Mini-White/dp/B09JFTT832
"Rugged Smartphones 108MP, ZEEKER P10 1.8M Drop-Proof Rugged Phone Unlocked with Night Vision, IP68 & IP69K, Android 11, 6.49 Inch FHD+ Display, 6000mAh, 6GB+128GB, Support Endoscoped, GPS/NFC/OTG",$399.99,3.8 out of 5 stars,30,https://www.amazon.com/Smartphones-ZEEKER-P10-Drop-Proof-Endoscoped/dp/B09F9RM3LM
"Unlocked Smartphones, Mate40 Pro Dual SIM Unlocked Cell Phones Smart Phone, 5.45in HD Full Screen, 512MB RAM + 4GB ROM, 0.3MP + 2MP, Android 4.4.2, Face/Fingerprint Unlock, 1500mAh Battery(Black)","$65.94,$75.79",3.4 out of 5 stars,15,https://www.amazon.com/Unlocked-Smartphones-Android-Fingerprint-2200mAh/dp/B08XBQQS1G
"Smartphone,5.45in HD Full Screen Dual Card Dual Standby Mobile Phone,Face Recognition and Fingerprint Unlocking,Light and Fashion",$74.99,1.7 out of 5 stars,14,https://www.amazon.com/Smartphone-Standby-Recognition-Fingerprint-Unlocking/dp/B08YF79XVT
"iPhone 6S 16GB Rose Gold, GSM Unlocked",$136.99,4.0 out of 5 stars,281,https://www.amazon.com/Apple-iPhone-16GB-Rose-Smartphone/dp/B07F8C8SWX
"Apple iPhone 12 Mini, 128GB, Black - Unlocked (Renewed Premium)",$589.00,,,https://www.amazon.com/Apple-iPhone-12-Mini-128GB/dp/B09JFFR729
"Apple iPhone XR, Boost Mobile, 64GB - White (Renewed)","$295.00,$335.42",4.1 out of 5 stars,61,https://www.amazon.com/Apple-iPhone-Boost-Mobile-64GB/dp/B07T2MC2L4
Google Pixel 4a - Unlocked Android Smartphone - 128 GB of Storage - Up to 24 Hour Battery - Just Black,,4.6 out of 5 stars,"9,676",https://www.amazon.com/Google-Pixel-4a-Unlocked-Smartphone/dp/B08CFSZLQ4
"Samsung Galaxy S21 5G, US Version, 128GB, Phantom Pink - Unlocked (Renewed)",$599.99,4.4 out of 5 stars,123,https://www.amazon.com/Samsung-Galaxy-S21-5G-Version/dp/B08X2MS5SC
Samsung Galaxy S21 Plus 5G SM-G996B/DS 256GB 8GB RAM International Version - Phantom Black,$819.00,4.1 out of 5 stars,168,https://www.amazon.com/Samsung-Galaxy-SM-G996B-International-Version/dp/B08QXFPWXH
"TCL 20 SE 6.82"" Unlocked Cellphone, 4GB RAM + 128GB ROM, US Version Android 11 Smartphone with 48MP Rear AI Quad-Camera, 5000mAh Big Battery, Dual Speaker, OTG Reverse Charging, Octa-Core, Nuit Black",$189.99,4.2 out of 5 stars,"1,779",https://www.amazon.com/TCL-Cellphone-Smartphone-Quad-Camera-Octa-Core/dp/B09495Q1H7
"Unlocked Smartphone,IP12 PRO+ Android Smartphone 6.26in Large Screen Unlocked Cellphone Face Recognition Unlocked Android Smartphone Dual Card Dual Standby(Gold)",$110.29,2.5 out of 5 stars,7,https://www.amazon.com/Unlocked-Smartphone-Android-Cellphone-Recognition/dp/B09LCG3X1L
"TCL 10 Pro Unlocked Android Smartphone with 6.47"" AMOLED FHD + Display, 64MP Quad Rear Camera System, 128GB+6GB RAM, 4500mAh Fast Charging Battery - Forest Mist Green",$399.99,4.1 out of 5 stars,970,https://www.amazon.com/TCL-Unlocked-Android-Smartphone-Charging/dp/B087LW5VR1
"Apple iPhone 12 Mini, 64GB, Green - Unlocked (Renewed Premium)",$519.00,,,https://www.amazon.com/Apple-iPhone-12-Mini-Green/dp/B09JFFKWDQ
OUKITEL C22 Unlocked Smartphones (2021 New) 128GB/4GB Android 10 Unlocked Cell Phones with Dual Sim 256GB Expandable 5.86'' 4000mAh Face ID + Fingerprint GSM 4G LTE International Phones,"$159.99,$169.99",3.9 out of 5 stars,443,https://www.amazon.com/OUKITEL-C22-Smartphones-Fingerprint-International/dp/B08T6W6G45
"Samsung Galaxy S21 5G | Factory Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 64MP High Res | 128GB, Phantom Violet (SM-G991UZVAXAA) - (Renewed)",$550.00,4.3 out of 5 stars,202,https://www.amazon.com/Samsung-Galaxy-S21-5G-SM-G991UZVAXAA/dp/B0933GDLZZ
"Samsung Galaxy S9+ Plus (64GB, 6GB RAM) 6.2"" Display, Snapdragon 845, IP68 Water Resistance T-Mobile Unlocked for GSM/CDMA G965U (US Warranty) (Coral Blue)","$359.98,$391.22",4.4 out of 5 stars,94,https://www.amazon.com/Galaxy-S9-Snapdragon-Resistance-T-Mobile/dp/B085FRCNZZ
"OUKITEL C22 Unlocked Smartphone, 4G Android 10 Triple Cameras Cell Phone, 4GB 128GB Dual SIM 4000mAh Battery 5.86 Inches 13MP Rear Camera Face Fingerprint ID Global LTE Mobile Phone (Green)",$169.99,3.8 out of 5 stars,174,https://www.amazon.com/OUKITEL-Unlocked-Smartphone-Android-Fingerprint/dp/B08TQRNBJV
"Tracfone Alcatel TCL A4X 5G, 64GB, Cyan Gray - Prepaid Smartphone (Locked)",$149.99,5.0 out of 5 stars,1,https://www.amazon.com/Tracfone-Alcatel-64GB-Cyan-Gray/dp/B09CLQGPHK
"OnePlus 8 Pro Ultramarine Blue, 5G Unlocked Android Smartphone U.S Version, 12GB RAM+256GB Storage, 120Hz Fluid Display,Quad Camera, Wireless Charge, with Alexa Built-in",$929.70,4.5 out of 5 stars,"2,422",https://www.amazon.com/OnePlus-Ultramarine-Unlocked-Smartphone-Wireless/dp/B08723GJ2T
"Kudoo Unlocked Cell Phones IP12 PRO+ Unlocked Smartphone Dual SIM 6.26inch Waterdrop Screen Quad-Core Android Smart Phone 1GB RAM + 8GB ROM | 2MP + 5MP | Fingerprint Lock & Face ID,GPS,WIFI(Black)",$107.79,2.8 out of 5 stars,5,https://www.amazon.com/Unlocked-Smartphone-Waterdrop-Quad-Core-Fingerprint/dp/B08XTN9JZV
"Unlocked Phones, Blackview A80, 4G Dual sim Unlocked Smartphones, Bundle Android 10 OS 2GB+16GB ROM Unlocked Cell Phones, 6.21"" HD+, Fingerprint Face Detection, 4200mAh Capacity Battery tmobile Phone","$109.99,$129.99",3.9 out of 5 stars,"1,453",https://www.amazon.com/Unlocked-Blackview-Smartphones-Fingerprint-Detection/dp/B08ZMRCZ5J
"Apple iPhone X, 256GB, Silver - for Cricket Wireless (Renewed)","$309.99,$329.99",4.7 out of 5 stars,23,https://www.amazon.com/Apple-iPhone-256GB-Silver-Wireless/dp/B089QCTCG8
"Apple iPhone 12 Mini, 64GB, Red - Cricket Wireless (Renewed)",$529.99,,,https://www.amazon.com/Apple-iPhone-Mini-64GB-Red/dp/B08TDTFD8B
"Tracfone Nokia G300 5G, 64GB,Black - Prepaid Smartphone (Locked)","$149.99,$196.71",4.4 out of 5 stars,13,https://www.amazon.com/Tracfone-Nokia-G300-64GB-Black/dp/B09HR795H3
Super Small Mini Smartphone 3G Dual SIM Mobile Phone 1GB RAM 8GB ROM 5.0MP Quad Core Dual Standby Unlocked Small Phones Kids Phone Pocket 2.5 Inch Android Mini Cellphone (Black),$78.89,3.2 out of 5 stars,75,https://www.amazon.com/Smartphone-Mobile-Standby-Unlocked-Pocket/dp/B07KBV982N
"Apple iPhone 12 Mini, 64GB, Black - Sprint (Renewed)","$459.97,$524.97",3.6 out of 5 stars,3,https://www.amazon.com/Apple-iPhone-Mini-64GB-Black/dp/B08TDV7WF7
"Samsung Galaxy S10+ Plus G975U, 4G LTE, US Version, 128GB, 8GB, White - Unlocked",$427.93,4.3 out of 5 stars,62,https://www.amazon.com/Galaxy-S10-Unlocked-T-Mobile-Warranty/dp/B0849YQDP1
"Ulefone Armor X9 Pro Rugged Cell Phones Unlocked (2021), 5.5 inch Screen, Android 11, 4GB + 64GB, 13MP + 2MP Dual Rear Cameras, Waterproof, Military Grade Smartphone, Face ID, NFC, OTG, WiFi -Black",$159.99,3.6 out of 5 stars,17,https://www.amazon.com/Ulefone-Smartphone-Unlocked-Waterproof-Military/dp/B09GBDVQ8L
Motorola Moto G9 Play | Unlocked | International GSM Only | 4/64GB | 48MP Camera | 2020 | Sapphire Blue | NOT Compatible with Sprint or Verizon,,4.4 out of 5 stars,"6,507",https://www.amazon.com/Motorola-Unlocked-International-Sapphire-Compatible/dp/B08LP52QPF
"Apple iPhone 11 Pro, 512GB, Gold - for T-Mobile (Renewed)",$714.29,5.0 out of 5 stars,1,https://www.amazon.com/Apple-iPhone-Pro-512GB-Gold/dp/B085SYG5ZX
"RCA Reno Pro, 5.5"" HD+ Display, 32GB, 13MP Camera, 4G LTE Unlocked Smartphone (Black)",$76.99,3.3 out of 5 stars,672,https://www.amazon.com/RCA-Display-Camera-Unlocked-Smartphone/dp/B08W2P41RQ
